Reference,Project_1,Project_2,Project_3,Stratum,Gear,Rep,Longitude,Latitude,StartDepth,Zone,Grid,Secchi_on_bottom,Secchi_depth,SAM,BottomVegCover,Seagrass_habitat_descriptor,Distance_to_edge,TotalShoreCover,Total_Over_Site,Intermittent_land,Dist_to_Shore,Dist_to_ShoreType,Dist_to_MHTM,BycatchQuantity,BankDistance,ShoreDistance,Historic_Reference,starttime,date,month,year,gr,effort,slope,Season,TBEP_seg,ScoreNumTaxa,ScoreShannon,ScoreTaxaSelect,ScoreTaxaBenthic,ScoreNumGuilds,TBNI_Score,sgyear,FLUCCSCODE,acres,areas,mngacre
TBM2003110906,AM,,,B,20,1,-82.5064,27.713983,1,C,286,YES,1,,0,,,,,,,,,0,75,75,TBM03110906,12:19:00,05NOV2003,11,2003,20,1.4,0,Fall,MTB,2,7,2,3,3,34,2004,9116,1012.9318361275,7,12684.447768
TBM2003110907,AM,,,B,20,1,-82.51005,27.699283,0.8,E,305,YES,0.8,,0,,,100,,,,,,5,20,20,TBM03110907,12:42:00,05NOV2003,11,2003,20,1.4,0,Fall,MTB,7,2,8,7,10,68,2004,9113,1561.82403102517,7,12684.447768
TBM2003111301,AM,,,A,20,1,-82.531317,27.885317,0.6,A,103,YES,0.5,,100,,,100,,,,,,2,30,30,TBM03111301,9:11:00,12NOV2003,11,2003,20,1.4,0.1,Fall,OTB,8,0,5,9,10,64,2004,9116,197.40543454644,26,2301.490096
TBM2003111303,AM,,,B,20,1,-82.546217,27.865433,1.1,B,129,YES,1.1,,0,,,,,,,,,0,99,99,TBM03111303,10:00:00,12NOV2003,11,2003,20,1.4,0,Fall,OTB,0,0,0,0,0,0,2004,NA,NA,26,2301.490096
TBM2003111501,AM,,,B,20,1,-82.426717,27.899567,0.3,C,108,YES,0.3,,0,,,,,,,,,0,60,60,TBM03111501,9:15:00,24NOV2003,11,2003,20,1.4,0,Fall,HB,4,5,8,2,8,54,2004,NA,NA,3,3127.9801709
TBM2003111502,AM,,,B,20,1,-82.435217,27.8982,0.5,C,107,YES,0.5,,0,,,0,,,,,,0,45,40,TBM03111502,9:30:00,24NOV2003,11,2003,20,1.4,0.2,Fall,HB,1,0,0,1,2,8,2004,NA,NA,3,3127.9801709
TBM2003111504,AM,,,B,20,1,-82.4864,27.899083,0.7,C,104,YES,0.7,,0,,,,,,,,,0,99,99,TBM03111504,10:56:00,24NOV2003,11,2003,20,1.4,0,Fall,HB,3,7,2,2,8,44,2004,NA,NA,2,6307.6176093
TBM2003111708,AM,,,A,20,1,-82.61195,27.877783,0.8,B,111,YES,0.8,,50,,,100,,,,,,40,99,40,TBM03111708,15:04:00,19NOV2003,11,2003,20,1.4,0,Fall,OTB,5,3,5,7,7,54,2004,9116,370.011321235916,20,5436.0899314
TBM2003111801,AM,,,B,20,1,-82.576617,27.9685,0.7,A,29,YES,0.7,,0,,,,,,,,,0,33,30,TBM03111801,8:35:00,21NOV2003,11,2003,20,1.4,0,Fall,OTB,1,5,2,1,7,32,2004,NA,NA,25,6527.2609432
TBM2003111803,AM,,,B,20,1,-82.702433,27.95775,1,A,32,YES,1,,0,,,0,,,,,,0,38,35,TBM03111803,10:11:00,21NOV2003,11,2003,20,1.4,0,Fall,OTB,1,3,2,1,3,20,2004,NA,NA,22,5889.9419909
TBM2003111805,AM,,,A,20,1,-82.692017,27.976283,0.6,A,22,YES,0.6,,100,,,,,,,,,0,25,25,TBM03111805,11:11:00,21NOV2003,11,2003,20,1.4,0,Fall,OTB,5,7,8,6,10,72,2004,NA,NA,23,10324.219466
TBM2003120205,AM,,,A,20,1,-82.692917,27.9653,0.4,A,33,YES,0.4,,90,,,,,,,,,0.5,99,99,TBM03120205,11:44:00,01DEC2003,12,2003,20,1.4,0,Winter,OTB,4,7,7,4,8,60,2004,9116,27.8497006031217,23,10324.219466
TBM2003120206,AM,,,A,20,1,-82.688483,27.979817,0.5,A,22,YES,0.5,,80,,,,,,,,,0.5,99,99,TBM03120206,11:58:00,01DEC2003,12,2003,20,1.4,0,Winter,OTB,8,8,10,10,8,88,2004,9113,273.178545459062,23,10324.219466
TBM2003120403,AM,,,B,20,1,-82.5888,27.846417,1,B,139,YES,1,,0,,,,,,,,,0,99,99,TBM03120403,10:00:00,01DEC2003,12,2003,20,1.4,0,Winter,OTB,1,0,0,1,2,8,2004,9113,555.580659817093,19,8681.7103268
TBM2003120404,AM,,,A,20,1,-82.590867,27.870633,0.7,B,112,YES,0.7,,85,,,,,,,,,0.5,99,99,TBM03120404,10:18:00,01DEC2003,12,2003,20,1.4,0,Winter,OTB,8,10,10,9,8,90,2004,9116,728.315951337629,19,8681.7103268
TBM2003120405,AM,,,B,20,1,-82.61005,27.883533,0.8,A,98,YES,0.8,,5,,,,,,,,,0.5,99,99,TBM03120405,10:45:00,01DEC2003,12,2003,20,1.4,0,Winter,OTB,2,6,0,2,8,36,2004,NA,NA,20,5436.0899314
TBM2003120505,AM,,,A,20,1,-82.6019,27.801967,0.8,B,174,YES,0.8,,100,,,,,,,,,0,99,99,TBM03120505,11:50:00,03DEC2003,12,2003,20,1.4,0,Winter,MTB,5,5,3,5,8,52,2004,9113,232.079894932718,18,8914.5691846
TBM2003120601,AM,,,B,20,1,-82.710317,27.933833,0.9,A,44,YES,0.8,,0,,,,,,,,,0.3,99,99,TBM03120601,8:30:00,02DEC2003,12,2003,20,1.4,0,Winter,OTB,7,5,10,7,10,78,2004,9113,555.856442945524,22,5889.9419909
TBM2003120801,AM,,,B,20,1,-82.387883,27.83745,0.6,C,149,YES,0.6,,0,,,100,,,,,,3,15,15,TBM03120801,9:00:00,03DEC2003,12,2003,20,1.4,0.4,Winter,HB,1,0,0,1,2,8,2004,NA,NA,5,3521.78211
TBM2003120802,AM,,,B,20,1,-82.405317,27.84205,0.8,C,148,YES,0.8,,0,,,,,,,,,0,99,99,TBM03120802,9:15:00,03DEC2003,12,2003,20,1.4,0.3,Winter,HB,1,0,3,1,2,14,2004,NA,NA,5,3521.78211
TBM2003120906,AM,,,B,20,1,-82.632267,27.7391,0.8,B,244,YES,0.8,,0,,,100,,,,,,0,12,10,TBM03120906,13:02:00,09DEC2003,12,2003,20,1.4,0,Winter,MTB,1,0,0,1,2,8,2004,9113,271.000802936965,17,7685.8332152
TBM2003121203,AM,,,B,20,1,-82.530517,27.70465,1,C,285,NO,0.5,,0,,,,,,,,,0,99,99,TBM03121203,11:35:00,11DEC2003,12,2003,20,1.4,0,Winter,MTB,0,0,0,0,0,0,2004,9113,1561.82403102517,7,12684.447768
TBM2003121403,AM,,,B,20,1,-82.687967,27.52865,0.8,E,420,YES,0.8,,0,,,,,,,,,0,99,99,TBM03121403,10:19:00,04DEC2003,12,2003,20,1.4,0,Winter,LTB,2,3,0,2,5,24,2004,NA,NA,10,9928.7089733
TBM2003124306,AR,AM,,B,20,1,-82.4169,27.926767,0.3,C,77,YES,0.3,,0,,,,,,,,,0,15,10,TBM03124306,9:50:00,16DEC2003,12,2003,20,1.4,0,Winter,HB,3,3,0,2,8,32,2004,NA,NA,1,2562.9620252
TBM2003124314,AR,AM,,B,20,1,-82.4323,27.940933,0.7,C,58,YES,0.7,,0,,,,,,,,,0,85,75,TBM03124314,11:45:00,16DEC2003,12,2003,20,1.4,0,Winter,HB,1,0,0,1,2,8,2004,NA,NA,1,2562.9620252
TBM2004010501,AM,,,B,20,1,-82.59125,27.8627,0.7,B,126,YES,0.7,,0,,,,,0,99,99,99,2,,,TBM04010501,8:25:00,05JAN2004,1,2004,20,1.4,0.4,Winter,OTB,2,4,3,1,5,30,2006,NA,NA,19,8681.7103268
TBM2004010701,AM,,,B,20,1,-82.617617,27.8549,1,B,124,NO,0.6,,0,,,,,0,15,60,99,0,,,TBM04010701,9:25:00,07JAN2004,1,2004,20,1.4,0.4,Winter,MTB,2,0,0,1,5,16,2006,NA,NA,19,8681.7103268
TBM2004010708,AM,,,A,20,1,-82.555917,27.851083,0.5,B,128,YES,0.5,,40,,,0,,0,40,40,47,0.5,,,TBM04010708,12:46:00,07JAN2004,1,2004,20,1.4,0,Winter,OTB,3,8,7,4,8,60,2006,NA,NA,26,2301.490096
TBM2004010801,AM,,,A,20,1,-82.5322,27.924017,0.5,A,72,YES,0.5,,70,,,100,,0,50,50,50,0,,,TBM04010801,12:25:00,08JAN2004,1,2004,20,1.4,0.1,Winter,OTB,2,1,0,2,5,20,2006,9116,427.11058077155,25,6527.2609432
TBM2004010802,AM,,,B,20,1,-82.537467,27.932617,0.5,A,71,YES,0.5,,10,,,100,,0,99,99,99,0,,,TBM04010802,12:40:00,08JAN2004,1,2004,20,1.4,0,Winter,OTB,2,3,3,2,5,30,2006,9116,427.11058077155,25,6527.2609432
TBM2004010902,AM,,,B,20,1,-82.6827,28.016683,1,A,5,YES,1,,0,,,100,,0,40,42,45,0,,,TBM04010902,10:24:00,02JAN2004,1,2004,20,1.4,0,Winter,OTB,4,2,3,3,10,44,2006,NA,NA,23,10324.219466
TBM2004010904,AM,,,A,20,1,-82.620317,27.99085,0.6,A,18,YES,0.6,,90,,,,,0,99,99,99,0,,,TBM04010904,11:33:00,02JAN2004,1,2004,20,1.4,0,Winter,OTB,5,8,3,5,8,58,2006,9113,420.262252240801,24,9065.0167245
TBM2004011005,AM,,,A,20,1,-82.64165,27.69965,0.9,B,297,YES,0.7,,100,,,100,,0,99,99,99,0,,,TBM04011005,11:50:00,12JAN2004,1,2004,20,1.4,0.2,Winter,MTB,4,7,3,4,2,40,2006,9116,915.612331737586,16,8905.9006299
TBM2004011105,AM,,,B,20,1,-82.6788,27.662933,0.7,D,330,YES,0.7,,15,,,100,,0,80,80,81,0,,,TBM04011105,11:48:00,21JAN2004,1,2004,20,1.4,0,Winter,LTB,2,4,3,2,5,32,2006,9116,5960.47686968074,12,18816.122087
TBM2004011106,AM,,,A,20,1,-82.704333,27.6244,1,D,353,YES,1,,90,,,0,,0,80,,86,0,,,TBM04011106,12:12:00,21JAN2004,1,2004,20,1.4,0.3,Winter,LTB,2,4,3,2,8,38,2006,NA,NA,12,18816.122087
TBM2004011304,AM,,,B,20,1,-82.450667,27.911917,0.9,C,92,YES,0.9,,0,,,100,,0,5,5,5,0,,,TBM04011304,11:15:00,12JAN2004,1,2004,20,1.4,0.3,Winter,HB,2,3,0,2,5,24,2006,NA,NA,2,6307.6176093
TBM2004011305,AM,,,B,20,1,-82.4825,27.9228,0.8,C,74,YES,0.8,,0,,,100,,0,99,99,99,0,,,TBM04011305,11:39:00,12JAN2004,1,2004,20,1.4,0.4,Winter,HB,0,0,0,0,0,0,2006,NA,NA,2,6307.6176093
TBM2004011401,AM,,,B,20,1,-82.724233,27.530717,0.4,E,418,YES,0.4,,0,,,0,,0,99,99,99,20,,,TBM04011401,8:45:00,20JAN2004,1,2004,20,1.4,0.2,Winter,LTB,2,0,7,2,5,32,2006,NA,NA,10,9928.7089733
TBM2004011403,AM,,,A,20,1,-82.681383,27.527417,0.5,E,421,YES,0.5,,60,,,,,0,99,99,99,1,,,TBM04011403,10:18:00,20JAN2004,1,2004,20,1.4,0,Winter,LTB,8,7,7,7,10,78,2006,NA,NA,10,9928.7089733
TBM2004011404,AM,,,B,20,1,-82.666617,27.52385,0.3,E,422,YES,0.3,,10,,,,,0,99,99,99,0.5,,,TBM04011404,10:44:00,20JAN2004,1,2004,20,1.4,0,Winter,LTB,5,8,7,5,8,66,2006,9116,1755.28275510225,10,9928.7089733
TBM2004011703,AM,,,A,20,1,-82.4567,27.754367,0.5,C,235,YES,0.5,,80,,,100,,0,80,80,80,0,,,TBM04011703,12:10:00,09JAN2004,1,2004,20,1.4,0,Winter,MTB,4,7,3,4,5,46,2006,9116,148.738834716685,6,20137.862998
TBM2004011704,AM,,,B,20,1,-82.477283,27.7283,0.9,C,269,YES,0.8,,0,,,,,0,25,25,25,0,,,TBM04011704,12:35:00,09JAN2004,1,2004,20,1.4,0.2,Winter,MTB,5,9,7,5,8,68,2006,NA,NA,6,20137.862998
TBM2004011705,AM,,,B,20,1,-82.546967,27.657767,0.3,E,338,YES,0.3,,5,,,,,0,25,25,25,1,,,TBM04011705,13:01:00,09JAN2004,1,2004,20,1.4,0.1,Winter,MTB,5,2,10,5,8,60,2006,9113,1080.44024595334,7,12684.447768
TBM2004014103,AR,AM,,B,20,1,-82.414183,27.932917,0.3,C,78,YES,0.3,,0,,,100,,0,90,91,95,0,,,TBM04014103,8:46:00,26JAN2004,1,2004,20,1.4,0,Winter,HB,2,4,0,1,5,24,2006,NA,NA,1,2562.9620252
TBM2004020101,AM,,,B,20,1,-82.7121,27.9564,0.3,A,32,YES,0.3,,0,,,100,,0,50,80,85,0,,,TBM04020101,9:17:00,02FEB2004,2,2004,20,1.4,0.1,Winter,OTB,4,8,7,5,8,64,2006,NA,NA,22,5889.9419909
TBM2004020103,AM,,,B,20,1,-82.623283,27.990933,0.5,A,18,YES,0.5,,0,,,100,,0,80,90,99,0,,,TBM04020103,10:09:00,02FEB2004,2,2004,20,1.4,0,Winter,OTB,2,1,0,1,5,18,2006,NA,NA,24,9065.0167245
TBM2004020105,AM,,,B,20,1,-82.6645,28.0056,0.6,A,10,YES,0.6,,0,,,100,,0,30,33,50,0,,,TBM04020105,12:27:00,02FEB2004,2,2004,20,1.4,0,Winter,OTB,2,3,3,3,5,32,2006,NA,NA,23,10324.219466
TBM2004020205,AM,,,A,20,1,-82.6243,27.736067,0.6,B,244,YES,0.6,,100,,,100,,0,50,45,50,0,,,TBM04020205,12:20:00,17FEB2004,2,2004,20,1.4,0,Winter,MTB,5,1,0,5,8,38,2006,9116,739.118177320854,17,7685.8332152
TBM2004020301,AM,,,A,20,1,-82.6659,27.67865,0.6,D,313,YES,0.6,,45,,,0,,10,80,85,90,0,,,TBM04020301,8:31:00,09FEB2004,2,2004,20,1.4,0.3,Winter,LTB,2,4,7,2,5,40,2006,9116,915.612331737586,16,8905.9006299
TBM2004020407,AM,,,A,20,1,-82.649,27.92,0.4,A,65,YES,0.4,,30,,,,,0,99,99,99,0,,,TBM04020407,11:24:00,04FEB2004,2,2004,20,1.4,0,Winter,OTB,6,3,3,6,10,56,2006,NA,NA,21,6230.095118
TBM2004020601,AM,,,B,20,1,-82.701583,27.525367,0.8,E,419,YES,0.8,,0,,,100,,0,99,99,99,0.5,,,TBM04020601,8:51:00,16FEB2004,2,2004,20,1.4,0.1,Winter,LTB,2,3,0,2,2,18,2006,NA,NA,10,9928.7089733
TBM2004020801,AM,,,B,20,1,-82.476067,27.709933,0.4,C,288,YES,0.4,,0,,,100,,10,13,14,20,0,,,TBM04020801,8:26:00,10FEB2004,2,2004,20,1.4,0.1,Winter,MTB,3,2,0,2,8,30,2006,NA,NA,6,20137.862998
TBM2004020803,AM,,,A,20,1,-82.486867,27.73955,0.5,C,252,YES,0.5,,100,,,100,,0,99,99,99,0,,,TBM04020803,9:40:00,10FEB2004,2,2004,20,1.4,0,Winter,MTB,3,6,7,3,5,48,2006,NA,NA,6,20137.862998
TBM2004020905,AM,,,B,20,1,-82.446967,27.908033,0.7,C,93,YES,0.7,,0,,,100,,0,40,40,42,0,,,TBM04020905,12:35:00,20FEB2004,2,2004,20,1.4,0,Winter,HB,1,0,0,0,2,6,2006,NA,NA,2,6307.6176093
TBM2004021003,AM,,,B,20,1,-82.613267,27.862233,0.5,B,125,YES,0.5,,0,,,100,,0,12,12,12,0,,,TBM04021003,11:04:00,03FEB2004,2,2004,20,1.4,0,Winter,OTB,3,6,0,4,8,42,2006,NA,NA,19,8681.7103268
TBM2004021006,AM,,,B,20,1,-82.53215,27.87785,0.3,B,116,YES,0.3,,10,,,100,,0,80,80,80,0,,,TBM04021006,13:40:00,03FEB2004,2,2004,20,1.4,0,Winter,OTB,0,0,0,0,0,0,2006,NA,NA,26,2301.490096
TBM2004021107,AM,,,A,20,1,-82.398267,27.8241,0.3,C,168,YES,0.3,,90,,,,,0,99,99,99,0,,,TBM04021107,10:30:00,02FEB2004,2,2004,20,1.4,0,Winter,HB,5,7,3,6,5,52,2006,9113,158.271750254806,5,3521.78211
TBM2004021403,AM,,,A,20,1,-82.595467,27.859733,0.3,B,126,YES,0.3,,80,,,100,,0,60,61,65,0,,,TBM04021403,10:05:00,09FEB2004,2,2004,20,1.4,0,Winter,OTB,3,8,3,4,8,52,2006,9113,549.115186501894,19,8681.7103268
TBM2004024602,AR,AM,,B,20,1,-82.423983,27.93265,1,C,77,YES,1,,0,,,100,,0,99,99,99,0,,,TBM04024602,8:50:00,05FEB2004,2,2004,20,1.4,0,Winter,HB,2,4,0,2,2,20,2006,NA,NA,1,2562.9620252
TBM2004030107,AM,,,A,20,1,-82.624867,27.780633,0.7,B,208,YES,0.7,,95,,,100,,0,50,50,50,2,,,TBM04030107,10:49:00,01MAR2004,3,2004,20,1.4,0.3,Winter,MTB,7,3,3,7,8,56,2006,9113,89.9749917304473,18,8914.5691846
TBM2004030311,AM,,,A,20,1,-82.641767,27.9024,0.8,A,82,NO,,,100,,,100,,0,33,30,36,0,,,TBM04030311,13:41:00,02MAR2004,3,2004,20,1.4,0,Winter,OTB,4,6,0,3,10,46,2006,9113,635.276036656357,21,6230.095118
TBM2004030501,AM,,,A,20,1,-82.699483,27.629367,0.8,D,354,YES,0.8,,90,,,0,,0,99,99,99,30,,,TBM04030501,8:55:00,08MAR2004,3,2004,20,1.4,0,Winter,LTB,2,1,0,2,5,20,2006,9116,5960.47686968074,12,18816.122087
TBM2004030602,AM,,,A,20,1,-82.64165,27.7001,0.4,B,278,YES,0.4,,60,,,,,0,99,99,99,0,,,TBM04030602,8:45:00,09MAR2004,3,2004,20,1.4,0.1,Winter,MTB,3,6,0,3,5,34,2006,9116,915.612331737586,16,8905.9006299
TBM2004030604,AM,,,B,20,1,-82.535417,27.68145,0.4,E,320,YES,0.4,,0,,,,,0,99,99,99,0,,,TBM04030604,10:05:00,09MAR2004,3,2004,20,1.4,0.1,Winter,MTB,4,7,3,3,8,50,2006,NA,NA,7,12684.447768
TBM2004030701,AM,,,B,20,1,-82.440367,27.823233,0.7,C,165,YES,0.7,,0,,,100,,0,8,9,10,0,,,TBM04030701,9:00:00,10MAR2004,3,2004,20,1.4,0.1,Winter,HB,0,0,0,0,0,0,2006,NA,NA,29,2277.8200299
TBM2004030703,AM,,,B,20,1,-82.43535,27.776967,0.6,C,219,YES,0.6,,0,,,100,,0,32,30,34,0,,,TBM04030703,10:10:00,10MAR2004,3,2004,20,1.4,0.2,Winter,MTB,0,0,0,0,0,0,2006,NA,NA,6,20137.862998
TBM2004030704,AM,,,B,20,1,-82.402883,27.8129,0.5,C,186,YES,0.5,,0,,,100,,0,30,20,35,0,,,TBM04030704,10:54:00,10MAR2004,3,2004,20,1.4,0.2,Winter,HB,5,9,7,4,8,66,2006,NA,NA,5,3521.78211
TBM2004031201,AM,,,A,20,1,-82.655383,28.00065,0.5,A,10,YES,0.5,,100,,,100,,,99,99,99,0.5,,,TBM04031201,8:45:00,01MAR2004,3,2004,20,1.4,0,Winter,OTB,8,10,7,8,10,86,2006,9116,313.861468262635,23,10324.219466
TBM2004031202,AM,,,B,20,1,-82.66725,28.018217,0.6,A,5,YES,0.6,,0,,,40,,,60,62,65,0,,,TBM04031202,9:25:00,01MAR2004,3,2004,20,1.4,0,Winter,OTB,2,2,0,1,5,20,2006,NA,NA,23,10324.219466
TBM2004031203,AM,,,B,20,1,-82.695167,27.975283,0.5,A,22,YES,0.5,,0,,,100,,,50,50,53,0,,,TBM04031203,9:45:00,01MAR2004,3,2004,20,1.4,0,Winter,OTB,2,0,3,2,5,24,2006,NA,NA,23,10324.219466
TBM2004031411,AM,,,B,20,1,-82.403033,27.839017,1,C,148,YES,1,,0,,,100,,0,99,99,99,0,,,TBM04031411,12:47:00,04MAR2004,3,2004,20,1.4,0,Winter,HB,1,0,0,1,2,8,2006,NA,NA,5,3521.78211
TBM2004031412,AM,,,B,20,1,-82.395233,27.8413,0.7,C,149,YES,0.5,,0,,,100,,0,23,20,30,1,,,TBM04031412,13:01:00,04MAR2004,3,2004,20,1.4,0.2,Winter,HB,3,5,0,3,5,32,2006,NA,NA,5,3521.78211
TBM2004031605,AM,,,B,20,1,-82.549533,27.84285,0.7,B,142,YES,0.7,,0,,,100,,0,99,99,99,0,,,TBM04031605,11:40:00,05MAR2004,3,2004,20,1.4,0,Winter,OTB,0,0,0,0,0,0,2006,NA,NA,27,11366.086965
TBM2004031610,AM,,,A,20,1,-82.53965,27.8661,0.4,B,129,YES,0.4,,80,,,100,,10,51,50,60,0,,,TBM04031610,13:05:00,05MAR2004,3,2004,20,1.4,0.1,Winter,OTB,3,4,3,4,5,38,2006,NA,NA,26,2301.490096
TBM2004040104,AM,,,B,20,1,-82.61635,27.88925,1,A,98,YES,1,,0,,,100,,0,60,60,70,0,,,TBM04040104,11:52:00,06APR2004,4,2004,20,1.4,0,Spring,OTB,0,0,0,0,0,0,2006,9116,426.648096777083,20,5436.0899314
TBM2004040105,AM,,,A,20,1,-82.616733,27.882767,0.5,B,110,YES,0.5,,95,,,100,,0,25,23,35,1,,,TBM04040105,12:18:00,06APR2004,4,2004,20,1.4,0,Spring,OTB,5,5,0,5,7,44,2006,9113,200.100928722667,20,5436.0899314
TBM2004040405,AM,,,A,20,1,-82.632633,28.001617,0.4,A,12,YES,0.4,,85,,,100,,0,99,99,99,0,,,TBM04040405,12:25:00,07APR2004,4,2004,20,1.4,0,Spring,OTB,3,7,0,3,7,40,2006,9116,687.919064607299,24,9065.0167245
TBM2004040904,AM,,,B,20,1,-82.535533,27.91185,0.7,A,88,YES,0.7,,0,,,,,0,99,99,99,0,,,TBM04040904,10:45:00,26APR2004,4,2004,20,1.4,0,Spring,OTB,0,0,3,1,0,8,2006,NA,NA,25,6527.2609432
TBM2004040905,AM,,,A,20,1,-82.533133,27.927417,1,A,72,YES,1,,70,,,100,,0,80,80,80,0,,,TBM04040905,11:00:00,26APR2004,4,2004,20,1.4,0,Spring,OTB,5,6,0,5,10,52,2006,9116,427.11058077155,25,6527.2609432
TBM2004041001,AM,,,B,20,1,-82.4032,27.8415,1,C,148,YES,0.9,,0,,,100,,0,99,99,99,0.5,,,TBM04041001,8:30:00,21APR2004,4,2004,20,1.4,0,Spring,HB,8,10,3,8,10,78,2006,NA,NA,5,3521.78211
TBM2004041002,AM,,,B,20,1,-82.418117,27.7848,0.6,C,203,YES,0.6,,0,,,100,,0,80,80,99,0,,,TBM04041002,9:19:00,21APR2004,4,2004,20,1.4,0,Spring,MTB,3,2,3,3,10,42,2006,NA,NA,6,20137.862998
TBM2004041003,AM,,,A,20,1,-82.415283,27.7881,0.6,C,204,YES,0.6,,70,,,100,,0,50,50,70,2,,,TBM04041003,9:34:00,21APR2004,4,2004,20,1.4,0,Spring,MTB,2,7,0,3,3,30,2006,NA,NA,6,20137.862998
TBM2004041007,AM,,,A,20,1,-82.4037,27.87715,0.8,C,122,YES,0.8,,85,,,100,,0,99,99,99,1,,,TBM04041007,13:30:00,21APR2004,4,2004,20,1.4,0,Spring,HB,6,1,0,6,10,46,2006,NA,NA,3,3127.9801709
TBM2004041102,AM,,,B,20,1,-82.6175,27.57545,0.8,E,392,YES,0.8,,0,,,100,,0,99,99,99,0,,,TBM04041102,9:28:00,16APR2004,4,2004,20,1.4,0,Spring,LTB,0,0,0,0,0,0,2006,NA,NA,8,21773.055647
TBM2004041201,AM,,,B,20,1,-82.5612,27.640133,0.5,E,350,YES,0.5,,20,,,100,,0,99,99,99,0,,,TBM04041201,9:58:00,16APR2004,4,2004,20,1.4,0,Spring,LTB,0,0,0,0,0,0,2006,NA,NA,7,12684.447768
TBM2004041202,AM,,,B,20,1,-82.397033,27.81455,0.5,C,187,YES,0.5,,0,,,90,,0,20,21,25,0,,,TBM04041202,11:15:00,16APR2004,4,2004,20,1.4,0,Spring,HB,2,3,0,2,5,24,2006,NA,NA,5,3521.78211
TBM2004041302,AM,,,B,20,1,-82.555767,27.842133,0.5,B,141,YES,0.5,,0,,,,,0,99,99,99,0,,,TBM04041302,9:00:00,19APR2004,4,2004,20,1.4,0.2,Spring,OTB,0,0,0,0,0,0,2006,NA,NA,27,11366.086965
TBM2004041401,AM,,,B,20,1,-82.541267,27.83905,0.6,B,142,YES,0.6,,0,,,100,,0,99,99,99,0,,,TBM04041401,10:05:00,23APR2004,4,2004,20,1.4,0,Spring,OTB,1,4,0,1,0,12,2006,NA,NA,27,11366.086965
TBM2004041407,AM,,,A,20,1,-82.582833,27.835367,1.2,B,140,YES,1.2,,90,,,100,,0,99,99,99,3,,,TBM04041407,14:18:00,23APR2004,4,2004,20,1.4,0,Spring,OTB,2,4,0,3,7,32,2006,9116,542.708736775246,19,8681.7103268
TBM2004050302,AM,,,B,20,1,-82.609133,27.569183,0.4,E,393,YES,0.4,,10,,,100,,10,50,50,99,1,,,TBM04050302,9:15:00,14MAY2004,5,2004,20,1.4,,Spring,LTB,1,4,0,1,3,18,2006,NA,NA,8,21773.055647
TBM2004050501,AM,,,A,20,1,-82.683333,27.993233,0.6,A,14,YES,0.6,,100,,,100,,0,80,80,80,0,,,TBM04050501,8:15:00,05MAY2004,5,2004,20,1.4,,Spring,OTB,10,8,10,10,10,96,2006,NA,NA,23,10324.219466
TBM2004050502,AM,,,B,20,1,-82.681333,28.01285,0.7,A,9,YES,0.7,,5,,,100,,0,5,5,5,0,,,TBM04050502,8:44:00,05MAY2004,5,2004,20,1.4,,Spring,OTB,9,8,7,8,10,84,2006,NA,NA,23,10324.219466
TBM2004050503,AM,,,B,20,1,-82.669633,28.029967,0.6,A,5,YES,0.6,,0,,,100,,0,70,72,75,1,,,TBM04050503,9:14:00,05MAY2004,5,2004,20,1.4,,Spring,OTB,5,7,7,5,10,68,2006,NA,NA,23,10324.219466
TBM2004050601,AM,,,A,20,1,-82.542033,27.86675,0.6,B,115,YES,0.6,,100,,,100,,0,99,99,99,0,,,TBM04050601,8:45:00,17MAY2004,5,2004,20,1.4,,Spring,OTB,5,2,0,5,10,44,2006,9116,184.659234345876,26,2301.490096
TBM2004050602,AM,,,A,20,1,-82.546483,27.855867,0.5,B,129,NO,0.2,,100,,,100,,0,76,75,78,1,,,TBM04050602,9:28:00,17MAY2004,5,2004,20,1.4,,Spring,OTB,10,10,10,10,10,100,2006,9116,762.585716075757,27,11366.086965
TBM2004050603,AM,,,A,20,1,-82.49535,27.82335,0.5,C,162,YES,0.5,,100,,,100,,0,99,99,99,2,,,TBM04050603,10:30:00,17MAY2004,5,2004,20,1.4,,Spring,MTB,6,9,7,6,7,70,2006,9116,762.585716075757,27,11366.086965
TBM2004050605,AM,,,B,20,1,-82.719333,27.95565,0.6,A,31,NO,0.5,,0,,,100,,0,20,18,21,0,,,TBM04050605,13:25:00,17MAY2004,5,2004,20,1.4,,Spring,OTB,10,5,10,10,10,90,2006,9113,331.650191401396,22,5889.9419909
TBM2004050701,AM,,,B,20,1,-82.460417,27.90815,1.1,C,92,YES,1,,0,,,100,,0,20,20,20,0,,,TBM04050701,9:12:00,04MAY2004,5,2004,20,1.4,,Spring,HB,1,0,0,1,2,8,2006,NA,NA,2,6307.6176093
TBM2004050704,AM,,,B,20,1,-82.394767,27.845417,0.4,C,149,YES,0.4,,0,,,100,,10,30,28,60,4,,,TBM04050704,11:27:00,04MAY2004,5,2004,20,1.4,,Spring,HB,9,9,7,10,8,86,2006,NA,NA,5,3521.78211
TBM2004050707,AM,,,A,20,1,-82.457617,27.75515,1,C,235,YES,1,,75,,,100,,0,43,40,45,3,,,TBM04050707,14:49:00,04MAY2004,5,2004,20,1.4,,Spring,MTB,7,7,0,6,10,60,2006,9113,185.213167593584,6,20137.862998
